Compound Id	CarbonTypes [C1SP2]
61001	0
28982	0
11604	0
62534	0
62408	0
123207	0
75951	0
13837787	0
13839123	0
59483	0
18724	0
7850	0
13875432	0
8665	0
13839128	0
13875219	0
456015	0
55084	1
6974	0
8657	0
13849981	1
26824	0
72793	0
21106014	1
6296	0
14256731	0
13860775	0
7140	1
13869339	0
13647	0
764	0
7800	1
8071	1
13835932	0
7809	0
4449	0
13839110	0
29029	1
21106525	0
7142	1
132	1
12220	0
20570	0
21106144	0
7190	1
8140	0
13869451	0
15461	0
76394	0
7518	0
8520	0
8883	0
6079	1
2931	2
10536	0
25552	0
13848808	1
10181341	1
10328	0
15846	0
5596	0
4962	0
13869462	0
11871	0
10265270	0
222538	1
768	1
2849146	1
8674	0
13869480	0
12635	1
65523	1
6999	0
2441	0
7662	0
13856352	0
7506	1
6897	1
8186	0
15431	1
58234	0
21106146	0
15387	0
8574	0
1015	0
26325090	0
13842573	0
9564	0
221226	0
8912	0
7848	0
13875441	0
13863774	0
13871718	0
10179239	0
10227261	0
776	0
906	0
21168813	0
4366810	0
7170	0
12821	0
13619	0
392	0
8097	0
299166	0
21106013	0
13869414	0
21111817	1
7511	1
24641	0
21106020	0
17131	0
10756	0
7984	0
10404	0
13853953	0
12218	0
21105897	1
13862559	0
5593	0
123	1
11773	0
13846663	0
10451	0
7852	0
7872	1
13662	0
12637	0
376	2
6780	0
6794	0
21106018	0
72551	0
15427	0
13859497	1
11576	1
6635	2
21111781	1
11080	0
13835630	0
105291	0
14846	1
13868640	0
21105859	0
11862	0
8910	0
14227	0
10437210	0
11589	1
64699	0
8098	0
589165	0
6781	0
12933	0
13853758	0
9893	0
6621	1
558878	1
8855	0
10980	1
206561	1
15855	1
13835126	0
5882	1
13864445	0
21170967	0
12478	0
21105870	0
13229	0
13849989	0
24535	0
18019	0
73390	1
6674	1
11591	2
67360	0
553578	1
10437335	1
14593	2
10432	0
7745	2
21159695	0
7891	1
10972	1
11557190	4
8183	1
12219	0
880	1
1446	1
2923	0
6775	0
12954	0
8576	0
21105848	1
68109	0
7882	0
120548	0
10181339	1
6788	0
13853943	0
11672	0
57726	0
10892	1
6898	0
1905	1
21106470	0
6950	0
13860434	1
12972	0
21106148	0
10664	0
7890	0
71876	2
7176	1
15965	1
67653	0
13487	0
9088156	0
7871	0
68224	8
18	1
4511751	1
10181338	1
10756390	8
84971	0
388391	0
13871489	2
11629	1
2241	1
21106519	0
11460	1
7189	0
8521	0
13876103	1
11510	0
14349	0
7211	0
2937774	1
11584	1
21105998	0
6736	0
4963	1
6789	0
6737	0
59482	0
81814	0
14021447	4
71	1
80863	0
955	0
7145	0
917	0
3350	1
10616	1
7172	0
10257	0
953	1
1151	0
21106571	0
6827	0
11422	1
21106163	0
10025	2
13835344	0
15853	0
21106140	1
10801109	0
86394	2
21106145	0
62310	1
13835706	3
7092	0
1448	0
8182	2
21106518	0
10437239	0
13848793	1
68676	1
16180	1
7600	1
13846959	0
6773	0
7340	0
13837329	2
21106581	0
16475	0
7146	1
185	0
6828	0
11488212	1
6646	0
10801842	0
16387	0
11586	1
62472	1
16388	2
21108576	0
6480	0
23083	0
10628694	0
7892	0
71437	0
5644	0
10909	0
10918	0
8935	0
4510206	1
7757	1
13846749	1
2298886	2
6550	2
8341	0
7208	2
11882	0
4611	1
13835351	0
8374	1
70682	0
13492	0
13677	0
6739	0
17347	0
7875	1
11777	0
7310	0
11465	1
2157	2
8150	0
7302	0
7202	0
7042	1
6035	0
11776	0
10908	0
10850	0
556589	1
7299	0
8577	0
21106900	0
17652	0
5915	0
10106	0
63518	0
17868	0
6706	1
10851	0
11588	1
79969	1
6675	1
71193	0
2206	2
13867714	0
4445317	0
10849	0
11595	1
1906	1
6193	0
67270	0
16177	0
6033	0
6478	0
15517	1
10841	0
13574	1
8319	0
7964	0
15789876	0
21105699	0
13622	1
10829	0
11507	0
7585	0
6790	0
15495	1
13860	0
10831	0
56515	0
20124	0
744	1
10343	0
218253	0
454319	0
76154	0
33084	0
67414	0
220998	0
15867	0
7901	0
14627	0
21106570	0
10449	0
10813	0
199342	1
15755	0
15702	0
62484	1
4522053	1
8273	0
11883	0
8262	0
642951	1
15747	0
15524	0
13837303	2
305	3
230	1
14995	0
10733068	10
256210	0
33421	0
67470	0
33416	0
14994	0
15756	0
12938	0
6588	0
15475	0
7279	0
23886	0
14472	0
15476	0
42330	2
2991	0
12682	0
4762	1
361	1
6592	0
11884	0
15488	0
15478	0
21106573	0
11003	0
15489	0
15861	0
7155	1
64155	1
2627	0
24142	1
8073	0
44152	3
26325080	4
8916	0
4267	0
33455	0
15619	0
96749	1
18336	0
5236	1
440	0
2973	1
3173	0
2185	0
1361549	1
7915	0
30600	0
1438	0
15477	0
10437836	0
8120	1
26010	0
7152	0
13846658	0
8470	0
3544	1
15621	0
33934	0
7913	1
7994	0
2468	0
6840	0
12133	0
11632871	0
34863	0
63968	0
61739	0
68437	0
66895	0
26260	0
33932	0
33933	0
5027	0
192748	1
8282	0
5004	2
34188	0
13114	0
18280	0
12024	0
2068	1
6835	0
78998	0
72056	0
4626	0
2169	0
23115	0
6492	0
4103087	0
9824	0
15473	0
34664	0
9053802	0
37904	0
13856959	1
12586	0
5368	0
707	0
34665	0
17098	0
17099	0
84188	0
15620	0
8111	0
3210	0
49469	1
967	0
158870	0
2915	0
83330	1
157093	0
4768	0
34864	0
14993	0
8329	0
970	0
7917	0
136000	0
34866	0
83374	0
2297538	1
20848	0
457145	0
8067	0
37918	0
457140	0
34865	0
8241	2
14620	0
6593	0
21782117	0
135983	0
10540	0
25472	0
25605	0
6464	0
25677	0
136001	0
136003	0
34666	0
82753	0
10438331	0
2121	1
1278	0
4457	0
62265	2
11974	0
31991	0
481441	0
34867	0
84235	0
13087	0
2079	2
2424	1
5256	0
7315	0
15474	0
37915	0
40191	0
29348	0
26011	0
28287	1
62632	0
30932	2
22172	0
5899	0
2297441	0
37905	0
3987	0
33617	0
2283071	0
34830	0
16568	0
108106	0
69223	1
35581	0
23912	0
13302	0
4932499	0
3006	0
56793	0
13090	0
34868	0
10243	0
13850879	3
56791	0
14674	2
15729	0
8060	1
9040	1
34870	0
30881	0
17587	0
34869	0
457144	0
5807	1
9026	0
3008	0
4575	2
135925	0
4759	0
82777	0
34871	0
454495	0
6688	0
36319	1
533188	0
34872	0
10169	0
11891	0
56792	0
26325081	4
8058	1
20493	0
36278	2
35580	0
82755	0
82842	1
15417	0
46262	0
136002	0
28941	0
56123	0
5342	1
56784	0
16182	0
56785	0
56790	0
26563	0
13303	0
82765	0
82767	0
12705	0
14826	0
30816	0
16481	0
97173	0
102720	0
7051	0
21924	0
102721	0
33458	0
82818	0
3548	1
35579	0
38839	2
27749	0
34667	0
56795	0
56788	0
1994	1
8939	0
16482	0
36972	0
21106365	0
4760	0
34873	0
7967	2
559096	0
35582	0
56771	0
13520	0
56774	0
9873	0
3463	0
37744	0
12874	0
46893	0
82807	0
35081	0
56769	0
35584	0
3864	2
13300034	0
10292746	0
33829	0
102833	0
47912	0
13844817	0
82817	0
82762	0
2839	2
6842	0
82754	0
157094	0
3229	0
5237	0
82840	0
34189	0
16736498	0
7968	2
29117	0
33304	0
56794	0
13837319	2
457138	0
39406	0
56780	0
27793	0
106355	0
6767	0
34847	0
102897	0
2581	0
6417	0
103011	0
82712	0
56781	0
45444	0
102947	0
102933	0
33457	0
8287	2
33280	0
36029	0
46263	0
56777	0
33666	0
56787	0
16736486	0
102801	0
82873	2
8288	2
4025	1
17339596	0
33456	0
2629	0
33386	0
2003	0
6514	0
36973	0
97172	0
36974	0
82819	0
15572	0
102856	0
13115	0
8800	0
29153	0
35583	0
82820	0
45445	0
4886542	0
103066	0
46894	0
32873	1
35563	2
17684	0
44885	1
46710	2
33326	2
4745	1
26325088	0
56772	0
34848	0
56760	0
84346	0
26325085	0
28552	0
12364	0
56755	0
82796	0
35265	0
56789	0
4599	2
24638	0
56768	0
13328	0
4437893	1
6371	0
56778	0
3277	1
4526760	1
21568	0
96948	0
16415	0
193215	0
26325087	0
37779	0
56779	0
11274	0
35585	0
84344	0
56786	0
82797	0
5363	0
541032	0
31129	0
37749	0
56776	0
46264	0
83413	0
43354	0
457139	0
21429023	0
97055	0
4927801	0
34859	0
7260	0
19939	2
56756	0
4719431	1
102798	0
36976	0
45446	0
56767	0
8093	0
29631	0
34850	0
14348	0
559213	0
6453	0
84345	0
56766	0
102722	0
33281	0
1262	1
36975	0
154865	0
102741	0
26325082	4
32555	2
82740	0
215802	1
30459	1
23977588	0
4333	1
18941	0
97198	0
37019	0
82783	0
37000	0
39198	0
56765	0
46285	0
4938407	0
46284	0
82806	0
19722	0
34116	1
34668	0
34851	0
56773	0
82798	0
29282	0
47913	0
5772	0
28827	0
26915	0
6066	1
32952	0
48518	1
84347	0
75956	0
102857	0
43353	0
83414	0
2940	0
18445	0
25304	1
102787	0
18444	0
15010	0
82823	0
83411	0
102742	0
34190	0
56761	0
47914	0
102743	0
66326	0
56559	0
35529	0
36710	0
7991	0
33832	0
34852	0
2927	1
154866	0
35588	0
59833	0
12730	0
8243	2
15699	1
64559	0
56023	0
56782	0
549017	0
97240	0
33282	0
20545	1
36977	0
4066	0
2457	0
77706	0
4813314	1
56770	0
29847	0
56763	0
56757	0
102834	0
7928	0
4939096	0
36771	0
56764	0
9817	1
36978	0
34191	0
84348	0
45678	0
7929	0
82738	0
37994	1
106356	0
36979	0
10085	1
39407	0
11369	0
56762	0
37745	0
36981	0
56758	0
4744	1
36980	0
11359	0
6057	0
56775	0
6640	0
37004	0
4956170	0
34853	0
56783	0
4941232	0
82736	0
47915	0
4060	0
16139	2
2635909	0
15822	0
13338	0
12543	0
36983	0
96868	0
96864	0
56759	0
6058	0
36982	0
33983	0
36984	0
82831	0
45447	0
33407	0
2271976	1
4575338	0
24388	0
3171	0
12367	2
15637	0
82821	0
34860	0
11936	2
72522	0
82786	0
6542	0
97224	0
97234	0
5148	0
34854	0
3534	1
46137	0
12536	0
77887	1
6559	2
33984	0
26325084	4
11897	0
9242615	0
97233	0
26325083	4
46525	2
7988	0
46136	0
33142	0
33141	0
34418	1
5739	0
97142	0
2928	0
8817	0
36986	0
82834	1
47916	0
8078	2
4617	2
550258	0
35205	0
36985	0
46739	0
3326	0
35566	0
55075	0
2908	1
4913	1
4777	0
2181	1
6528	2
5557	2
97257	0
6639	0
33986	0
45448	0
33316	0
36988	0
105648	0
82679	0
35912	0
102923	0
8004	0
11898	0
36987	0
20390	0
3972	0
5590	0
11899	0
154958	0
3513	0
7970	0
154062	0
4629	0
36990	0
85876	0
26916	1
77764	0
33985	0
35108	0
82751	0
5660	0
36989	0
6519	2
11917	0
2925	1
16576	1
4447447	0
2284017	0
5554	0
39394	0
509179	0
77874	0
4444070	0
4228778	0
82822	0
43456	0
24247	1
4445165	1
34192	0
37764	0
2342810	0
2075	0
12017	0
6367	0
77933	1
2768	1
11283	0
5791	0
96965	0
33198	0
91304	2
35206	0
6281	0
82759	0
66316	0
154959	0
8804	0
8799	0
82870	2
5376	0
5553	0
15484	0
135795	0
49560	1
2246	0
12072	0
21106505	2
36968	2
2625	0
33255	0
4444102	0
5198	1
82852	2
2699	0
5773	0
4444107	1
11900	0
26325089	0
77730	0
39145	0
8103122	0
11901	0
6366	0
5932	0
15827	0
136695	0
29089	0
5678	0
5768	0
8763	0
11146	0
5113	1
17499	0
24722	0
94701	0
11902	0
6013	3
31006	3
34697	0
18949	0
10162	1
48085	2
49179	2
10542	0
104816	2
75995	0
15520	0
1043	2
65272	1
11906	0
4067	0
75662	0
29400	0
4444362	0
6045	1
