Compound Id	MDE [MDEO-22]
11795	0.0
13220	0.0
10775	0.0
10755	0.0
16689	0.0
11055	0.0
7619	0.0
10737	0.0
69505	0.0
11056	0.0
7385	0.0
14752	0.0
7475	0.0
7761	0.0
10777	0.0
63026	0.0
7626	0.0
17558	0.0
12924	0.0
7515	0.0
10776	0.0
55090	0.0
21106526	0.0
7027	0.0
8490	0.0
14679	0.0
12809	0.0
13864773	0.333
7387	0.0
11998	0.0
11763	0.0
6119	0.0
21170543	0.0
8141	0.0
12810	0.0
21106016	0.0
6341	0.0
13860641	0.0
10364	0.0
21106583	0.794
9614	0.0
16268	0.0
7514	0.0
13875281	0.0
15846	0.0
11170	0.0
8157	1.5
11087	0.0
7391	0.0
13875320	0.0
13619	0.0
7465	0.0
6248	0.0
55085	0.0
29036	0.0
15480	0.0
5889	0.0
8552	0.0
55110	0.0
21106133	0.0
13860775	0.0
7882	0.0
13838404	0.0
8576	0.0
11909	0.0
11875	0.0
19231	0.0
7678	0.0
11530	0.0
361265	0.0
62737	0.0
447	0.0
15443	0.0
66464	0.0
6728	0.0
971	0.0
62577	0.0
66754	0.0
10301338	0.0
12640	0.0
21069	0.0
10008	0.0
177126	0.0
21111768	0.0
87514	0.0
10989	0.0
2016737	0.0
7225	0.0
8524	0.0
1013221	0.0
11107	0.0
21349	0.0
2005898	0.0
8537	0.0
5978	0.0
1477	0.0
11694	0.0
6332	0.0
2005963	0.0
7690	0.0
7683	0.0
13835293	0.0
61707	0.0
2005897	0.0
12225	0.0
66578	0.0
11244	0.0
1414905	0.0
60308	0.0
26072	0.0
12444	0.0
17801	0.0
10759	0.0
15794	0.0
11064	0.0
11370	0.0
18604	0.0
6149	0.0
66568	0.0
6156	0.0
7334	0.0
10420	0.0
13400	0.0
7419	0.0
25609	0.0
10571	0.0
14729	0.0
7621	0.0
21111805	0.0
10534	0.0
70705	0.0
14753	0.0
12807	0.0
7627	0.0
11410	0.0
21111882	0.0
21132380	0.0
13839109	0.333
13471	0.0
7672	0.0
7641	0.0
7689	0.0
7676	0.0
21106169	0.0
13863629	0.0
11062	0.0
13248	0.0
6042	0.0
8335	0.0
7673	0.0
13860692	0.0
10001	0.0
7881	0.0
11655	0.0
11783	0.0
11765	0.0
13856579	0.0
28777	0.0
7802	0.0
67360	0.0
13860335	0.0
11210	0.0
7890	0.0
11077	0.0
7803	0.0
7229	0.0
13842613	0.0
13835895	0.333
7883	0.0
630	0.0
9349	0.0
11862	0.0
21106134	0.0
13876621	0.0
13881329	0.0
9917	0.0
21105871	0.0
1031	0.0
7521	0.0
7235	0.0
6726	0.0
1071	0.0
11063	0.0
287294	0.0
60121	0.0
59438	0.0
12150	0.0
12144	0.0
61553	0.0
7611	0.0
14991	0.0
59556	0.0
13835151	0.0
9350	0.0
13844	0.0
96573	0.0
11066	0.0
62628	0.0
9357	0.0
66996	0.0
14609	0.0
10432	0.0
1479	0.0
7610	0.0
11708	0.0
10467	0.0
8882	0.0
7651	0.0
764	0.0
653	0.0
392	0.0
24633	0.0
9611	0.0
5705	0.0
11757	0.0
69826	0.0
13450	0.0
7747	0.0
11603	0.0
7628	0.0
7694	0.0
7065	0.0
13837280	0.0
16383	0.0
8568	0.0
7794	0.0
24634	0.0
21105900	0.0
8514	0.0
14205	0.0
11660	0.0
19110	0.0
15432	0.0
11741	0.0
21896	0.0
13875230	0.0
6406	0.0
13840690	0.0
11041	0.0
17474	0.0
13875392	0.0
7891	0.0
12067	0.0
13402	0.0
16486	0.0
6252	0.5
6135	0.0
10236	0.0
9228	0.0
5730	0.0
8160	0.0
13673	0.0
13875180	0.0
7013	0.0
7224	0.0
11180	0.0
12221	0.0
7392	0.0
7903	0.0
63871	0.0
11882	0.0
21106525	0.0
13851576	0.0
7893	0.0
7894	0.0
19108	0.0
13869480	0.0
924	0.0
13840647	0.0
13875160	0.0
6409	0.0
6654	0.0
11057	0.0
6630	0.0
62314	0.0
59426	0.0
370	0.0
7007	0.0
17221	0.0
14890	0.0
7901	0.0
78543	0.0
13875258	0.0
7241	0.0
13849	0.0
9563	0.0
15708	0.0
13875432	0.0
21111781	0.0
14436	0.0
13875219	0.0
7795	0.0
21106513	0.0
28982	0.0
18685	0.0
13839174	0.0
78	0.0
13860491	0.0
62877	0.0
13868660	0.0
8665	0.0
13869414	0.0
11021	0.0
7519	0.0
13842573	0.0
11242	0.0
333	0.0
7480	0.0
13869339	0.0
62226	0.0
13839151	0.0
59439	0.0
7236	0.0
11038	0.0
6991	0.0
16257	0.0
13646	0.0
11350	0.0
7634	0.0
9849	0.0
10955	0.0
6983	0.0
10251740	0.0
6652	0.0
1131173	0.0
9546	0.0
7632	0.0
1013196	0.0
23718	0.0
11179	0.0
10795	0.0
10445	0.0
10742	0.0
7657	0.0
6338	0.0
8659	1.5
7248	0.0
8531	0.0
11818	0.0
61026	0.0
10428	0.0
10253	0.0
11911	0.0
11790	0.0
13040	0.0
7509	0.0
13473	0.0
12829	0.0
21242799	0.0
13451	0.0
14888	0.0
6176	0.0
8013	0.0
13032	0.0
21106562	0.0
7448	0.0
21168731	0.0
13875381	0.0
61200	0.0
7879	0.333
11607	0.0
13839308	0.0
7129	0.0
16887	0.0
8579	0.0
7900	0.0
7744	0.0
11879	0.0
6628	0.0
21106155	0.0
21111850	0.0
11883	0.0
7866	0.0
13881571	0.0
9360	0.0
14787	0.0
12451	0.0
13856009	0.0
13848467	0.0
8138	0.0
9326	0.0
13644	0.0
6677	0.0
70682	0.0
72625	0.0
7132	0.0
13835630	0.0
12060	0.0
66344	0.0
6990	0.0
21105859	0.0
6985	0.0
66551	0.0
8098	0.0
74169	0.0
191427	0.0
21106167	0.0
7135	0.0
11091	0.0
6277	0.0
207215	0.0
7915	0.0
6177	0.0
13861	0.0
21168837	0.0
15526	0.0
13033	0.0
67466	0.333
7388	0.0
14165	0.0
10649	0.333
13866817	0.0
7635	0.0
14163	0.0
21111896	0.0
4642	0.0
11500	0.0
25942	0.0
21105878	0.2
5704	0.0
8911	0.0
25757	0.0
65689	0.0
13836283	0.0
16011	0.0
6253	0.0
24133	0.0
16237	0.0
60497	0.0
11651	0.0
7518	0.0
21106018	0.0
60662	0.0
73531	0.0
63882	0.0
12823	0.0
34095	0.0
56234	0.0
63307	0.0
87265	0.0
21844	0.0
12821	0.0
11181	0.0
521915	0.0
22006	0.0
12822	0.0
13868640	0.0
63180	0.0
9964	0.0
8852	0.0
10471	0.0
16931	0.0
13837582	0.0
13837760	0.0
5975	0.0
4878	0.0
12478	0.0
123	0.0
11022	0.0
8528	0.0
11080	0.0
68939	0.0
68309	0.0
63658	0.0
14346	0.0
68282	0.0
5408	0.0
5596	0.0
11489	0.0
62546	0.0
1017	0.0
13421	0.0
26065	0.0
21998	0.0
26066	0.0
7581	0.0
17976	0.0
26068	0.0
7580	0.0
15532	0.0
9478	0.0
13231	0.0
21106102	0.25
63017	0.0
9903	0.0
73565	0.0
7511	0.0
21106174	0.0
7659	0.0
6977	0.0
13865426	0.0
6794	0.0
20521	0.0
5931	0.5
21106522	0.0
21111905	0.0
6883	0.0
13622	0.0
13869451	0.0
11073	0.0
9328	0.0
6143	0.0
21111798	0.0
7908	0.794
13870160	0.0
12061	0.0
11930	0.0
21105937	0.0
21171406	0.0
17428	0.0
61765	0.0
6974	0.0
31931	0.0
11511	0.0
13438	0.0
15431	0.0
11517	0.0
13837686	0.0
13854818	0.0
10935	0.0
21106578	0.0
11885	0.0
37466	0.0
67735	0.0
17383	0.0
60103	0.0
7871	0.0
23643	0.0
13869434	0.0
12972	0.0
11432	0.0
26091	0.0
13860633	0.0
81759	0.2
6881	0.0
7961	0.0
13839123	0.0
21168833	0.0
29080	0.0
7437	0.0
9910	0.0
21111816	0.0
8873	0.0
6951	0.0
13875441	0.0
2863	0.0
13626	0.0
6788	0.0
11485	0.333
19037	0.0
11433	0.0
477171	0.0
7917	0.0
72054	0.25
21111785	0.0
17163	0.0
69446	0.0
13254	0.0
10790335	0.0
21106019	0.0
8319	0.0
63447	0.0
126037	0.0
20151	0.0
21159424	0.0
6774	0.25
10857	0.0
69896	0.0
21112332	0.0
61802	0.0
13839110	0.0
2005824	0.0
9564	0.0
6988	0.0
6633	0.0
24729	0.0
100	0.0
26031	0.0
13839128	0.0
75563	0.0
10181341	0.0
6160	0.0
11460	0.0
15420	0.333
60129	0.0
4962	0.0
9908	0.0
96816	0.0
11663	0.0
72534	0.0
12173	0.0
8876	0.0
8070	0.0
13839080	0.0
6790	0.0
11662	0.0
56139	0.0
880	0.0
5242	0.0
10250	0.0
4963	0.0
10254	0.0
589165	0.0
12480	0.0
1013337	0.0
3635	0.0
20732	0.0
61354	0.0
60191	0.0
352	0.0
9612	0.0
6191	0.0
14830	0.0
18688	0.0
13038	0.0
11919	0.0
7507	0.0
7183	0.0
10355	0.0
7088	0.0
6287	1.5
13850405	0.0
21106521	0.0
6342	0.0
13861934	0.0
17481	0.0
6998	0.333
3973	0.0
60340	0.0
8097	0.0
13857694	0.0
73564	0.0
13875377	0.0
13837988	0.0
10239201	0.0
6780	0.0
12230	0.0
13848808	0.0
13063	0.0
9844	0.0
24142	0.0
6949	0.0
13861158	0.0
16377	0.0
7916	0.0
21105936	0.0
13875212	0.0
62402	0.0
21171515	0.0
61797	0.0
67462	0.25
21105889	0.0
10540	0.0
13848341	0.2
21153	0.0
29031	0.0
25119	0.0
13858096	0.0
11650	0.0
14507	0.0
75479	0.0
10648	0.0
7888	0.0
1072	0.0
21106470	0.0
211145	0.0
60136	0.0
15310	0.0
61428	0.0
11556	0.0
21168838	0.0
81705	0.0
12465	0.0
21105848	0.0
21109330	0.0
13837787	0.0
4209	0.0
9327	0.0
11891	0.0
21111804	0.909
8855	0.0
25968	0.0
13013	0.0
65745	0.0
10333	0.0
21111842	0.0
21394	0.0
13864445	0.0
70868	0.0
14390	0.0
221355	0.0
62582	0.0
7185	0.0
124526	0.0
62368	0.0
28973	0.0
16094	0.0
26799	0.0
21111774	0.2
61036	0.0
6852	0.0
62581	0.0
6999	0.0
17687	0.0
65682	0.0
10831	0.0
13860434	0.0
72056	0.0
7143	0.0
70511	0.0
16095	0.0
61585	0.0
32002	0.0
11413	0.0
72416	0.0
10892	0.0
11185	0.0
59433	0.0
10004	0.0
8867	0.0
21105795	0.0
1668	0.0
97850	0.0
10298354	0.0
21105699	0.0
4489	0.0
11673	0.0
238	0.0
2241	0.0
7951	0.0
911	0.0
13262	0.0
993	0.0
6995	0.0
21125563	0.0
6674	0.0
69983	0.0
8066	0.0
2015070	0.0
62423	0.0
58489	0.0
1078	0.0
70865	0.0
11477	0.0
11672	0.0
913	0.0
3268	0.0
10796	0.0
26070	0.0
12199	0.0
387	0.0
7073	0.0
15468	0.0
13439	0.0
7670	0.0
21105987	0.0
6656	0.0
13885245	0.0
13837281	0.0
7876	0.0
13882337	0.0
21106517	0.0
11412	0.0
26801	0.0
21159680	0.0
9078	0.0
83703	0.0
13876103	0.0
59482	0.0
6657	0.0
12044	0.0
21105867	0.0
11889	0.0
21106014	0.0
21106112	0.0
21111819	0.0
21108245	0.0
67835	0.0
17019	0.0
60586	0.0
21111817	0.0
21171496	0.0
11892	0.0
10800462	0.0
10771160	0.0
61434	0.333
21105932	0.0
69057	0.0
16685	0.25
6862	0.0
63909	0.0
11510	0.0
85185	0.0
21865	0.0
6479	0.0
64147	0.0
21106008	0.333
8140	0.0
3756	0.0
62236	0.0
20548	0.333
12818	0.0
15622	0.0
71784	0.0
13869655	0.0
18707	0.0
4611	0.0
11778	0.0
69628	0.0
13873600	0.0
15440	0.0
9900	0.5
68896	0.0
10772050	0.0
65	0.0
15317	0.0
6954	0.0
13667	0.0
11970	0.0
60848	0.0
13860817	0.0
12229	0.0
12675	0.0
11083	0.0
10881	0.0
97904	0.0
6481	0.0
13875161	0.0
6621	0.0
11327	0.0
1847	0.0
14836	0.0
8154	0.0
11509	0.0
13869661	0.2
63459	0.0
65701	0.0
10322	0.0
71655	0.0
62466	0.0
6739	0.0
6480	0.0
723	0.0
21106518	0.0
64111	0.0
7189	0.0
11417	0.0
7140	0.0
67879	0.0
11263	0.0
21106017	0.0
10895	0.0
8341	0.0
63931	0.0
7589	0.0
13835557	0.0
6943	0.0
62682	0.0
7797	0.0
29129	0.0
62532	0.0
3708	0.0
8438	0.0
64644	0.0
58563	0.0
62485	0.0
7190	0.0
68568	0.0
953	0.0
6787	0.0
132	0.0
571424	0.0
58968	0.0
9128	0.0
11588	0.0
452568	0.0
7090	0.0
21171506	0.0
10245	0.0
13865630	0.2
11246	0.0
7430	0.0
13448	0.0
21111758	0.0
12831	0.0
14942	0.0
6735	0.0
62359	0.0
21108549	0.0
7847	0.0
12674	0.0
62938	0.0
20140	0.0
10273	0.0
15644	0.0
11824	0.143
61196	0.0
21723	0.0
66365	0.0
62618	0.2
73658	0.0
7921	0.0
13867055	0.0
11304	0.0
13835126	0.0
69792	0.0
21111776	0.0
13881395	0.0
78722	0.25
21170125	0.0
33137	0.0
11145	0.0
6574	0.0
73537	0.25
14309	0.0
7175	0.0
13859497	0.5
14956	0.0
1306	0.0
13835344	0.0
13258	0.0
17720	0.0
33621	0.0
66385	0.0
11507	0.0
12013	0.0
6023	0.0
7186	0.0
776	0.0
21111723	0.75
62471	0.0
10303	0.0
14348	0.0
258907	0.0
10894	0.0
21159611	0.0
14918	0.0
12690	0.0
61763	0.0
19669	0.0
60464	0.333
60093	0.333
7662	0.0
53706	0.0
11332993	0.0
21106121	0.0
13868642	0.0
6828	0.0
70309	0.0
13867714	0.0
10248	0.0
79453	0.0
12669	0.0
59562	0.0
6878	0.0
7199	0.0
21112367	0.0
39404	0.0
9454	0.0
9218	0.0
11781	0.0
17347	0.0
11638	0.0
7740	0.0
217532	0.0
70512	0.5
12244	0.0
60032	0.0
62536	0.0
72274	0.0
6950	0.0
18107	0.0
11971	0.0
8998	0.0
1928	0.0
10977	0.0
91446	0.0
11585	0.0
11589	0.0
62484	0.0
63310	0.0
11776	0.0
23422	0.0
10380	0.0
7176	0.0
8382	0.0
88942	0.0
638258	0.0
13036	0.0
6724	0.0
11289	0.0
11626	0.0
13846959	0.0
10396	0.0
10243171	0.0
124	0.0
191	0.0
9225	0.0
81061	0.0
10972	0.0
11369	0.0
11773	0.0
10297844	0.0
6482	0.0
11576	0.0
10256859	0.0
73183	0.0
68122	0.0
5593	0.0
11587	0.0
608157	0.0
68837	0.0
5878	0.0
10181338	0.0
13257	0.0
62884	0.0
75095	0.0
1446	0.0
20160	0.0
62307	0.0
2005830	0.0
6079	0.0
10980	0.0
13866746	0.0
61190	0.0
31082	0.0
58333	0.0
6942	0.0
7301	0.0
21112244	0.0
63002	0.2
12045	0.0
15603	0.0
7300	0.0
8187	0.0
15410	0.0
67145	0.0
63057	0.0
7925	0.0
21111810	0.0
62633	0.0
7302	0.0
11372	0.0
67268	0.0
16913	0.0
67803	0.0
11573	0.0
11895	0.0
21278	0.0
21159579	0.0
6585	0.0
65704	0.0
6957	0.0
55242	0.0
11353	0.0
124512	0.0
61790	0.0
21106584	0.0
10966	0.0
13669	0.0
21106577	0.0
73763	0.25
59691	0.0
12047	0.0
21108577	0.167
6748	0.0
21105998	0.0
510851	0.0
10621	0.0
60092	0.2
62483	0.0
11003	0.0
6835	0.0
72918	0.0
15016	0.0
12259	0.0
63503	0.0
10539	0.0
11354	0.0
11488	0.0
62656	0.0
21111840	0.0
13029	0.0
66663	0.0
13839012	0.0
7928	0.0
60259	0.0
5966	0.0
73125	0.0
32882	0.0
11450	0.0
12586	0.0
13668	0.0
77230	0.0
7001	0.0
31264	0.0
14948	0.0
62390	0.25
12830	0.0
14690	0.0
60900	0.0
2972	0.0
11009	0.0
11584	0.0
8381	0.0
58331	0.0
13854242	0.0
10897	0.0
72141	0.0
3637837	0.0
63495	0.0
73626	0.0
72466	0.0
13846663	0.0
72148	0.0
68265	0.0
73512	0.0
61199	0.0
62698	0.0
15093	0.0
376	0.0
15244	0.0
10298355	0.0
11484	0.0
21106900	0.0
1583	0.0
50	0.0
8127	0.0
67229	0.0
13846749	0.0
61279	0.0
15663	0.0
9574	0.0
9547	0.0
284794	0.0
5622	0.0
9965	0.0
7805	0.0
6175	0.0
7279	0.0
11628	0.0
63512	0.0
121262	0.0
13476	0.0
222	0.0
6032	0.0
63328	0.0
6658	0.0
331	0.0
6675	0.0
14560	0.0
20861	0.0
7399	0.0
7141	0.0
79400	0.0
6246	0.0
10411	0.0
15753	0.0
11563	0.0
62357	0.0
7142	0.0
8155	0.0
68899	0.0
21185	0.0
11591	0.0
12055	0.0
61257	0.0
6270	3.0
7170	0.0
452969	0.0
452968	0.0
7116	0.0
6179	0.0
72051	0.0
13835108	0.143
11424	0.0
4436353	0.2
6296	0.0
15494	0.0
9425	0.0
14530	0.0
21159425	0.167
20124	0.0
15488	0.0
21171393	0.0
29024	0.0
64152	0.2
7926	0.0
77127	0.0
83365	0.0
8277	0.0
62583	0.0
21106529	0.0
7929	0.0
11434	0.0
62453	0.2
61418	0.0
1346	0.0
63533	0.0
60462	0.0
63208	0.25
12697	0.0
1688	0.0
60937	0.0
68404	0.0
21106540	0.0
70085	0.0
10237273	0.0
14340	0.0
7114	0.0
68709	0.0
21106585	0.0
55806	0.0
2973	0.5
13249	0.0
7364	0.0
6855	0.0
13272	0.0
6898	0.0
66847	0.0
15886	0.0
12840	0.0
38364	0.0
14559	0.0
12861	0.0
6620	0.0
1615	0.0
63956	0.0
27488	0.0
61381	0.0
71213	0.0
71964	0.0
15435	0.25
13848793	0.0
10446934	0.0
61542	0.0
6906	0.0
6864	0.0
15489	0.0
13490	0.0
61594	0.0
23083	0.0
70988	0.0
78578	0.0
11449	0.0
14413	0.0
6478	0.0
15418	0.5
54970	0.0
61599	0.0
6907	0.0
25276	0.0
21170959	0.0
6222	0.0
11446	0.0
7174	0.0
63319	0.0
8333	0.25
79481	0.0
60631	0.0
61749	0.0
1278	0.0
91500	0.0
8861	0.333
28829	0.0
8282	0.0
11624	0.0
15517	0.0
18799	0.0
68816	0.0
11399	0.0
4590	0.0
62467	0.0
8071	0.0
62328	0.0
1675	0.0
10025	0.0
84565	0.0
11476	0.0
13048	0.0
29091	0.0
62795	0.0
71934	0.143
7092	0.0
6707	0.0
531832	0.2
434	0.0
66572	0.0
70021	0.0
24438	0.0
6824	0.0
14869	0.0
72291	0.0
9929	0.0
5584	0.0
6854	0.333
61739	0.0
66716	0.0
2632	0.0
655	0.0
34195	0.0
8055	0.0
8111	0.0
84452	0.0
5027	0.0
5237	0.0
13846015	0.0
7069	0.0
67479	0.0
13882366	0.0
7098	0.0
2656	0.0
61311	0.0
21105876	0.0
7097	0.0
10287	0.0
21159574	0.0
22012	0.0
29023	0.0
66369	0.0
7091	0.0
13835351	0.0
71995	0.0
83338	0.0
17879	0.0
20971	0.0
21112533	0.0
76852	0.0
61383	0.0
16951	0.0
11897	0.0
9571	0.0
7325	0.0
12691	0.0
11373	0.0
61273	0.0
10407	0.0
70450	0.0
10425	0.0
10609	0.0
2388	0.0
70652	0.0
21159598	0.669
6716	0.0
9961	0.0
14582	0.0
960	0.0
11898	0.0
11421	0.0
21106172	0.0
6575	0.0
6916	0.0
71926	0.0
73945	0.0
9089	0.0
10289059	0.0
6825	0.0
11961	0.0
19862	0.0
15092	0.0
12524	0.0
12667	0.0
21168862	0.0
71672	0.0
70048	0.0
7311	0.0
62914	0.0
8807	0.0
15105	0.909
21111772	0.0
16208	0.0
6872	0.333
2915	0.0
8099	0.0
67953	0.0
62933	0.0
60263	0.0
19739	0.0
59146	0.0
60357	0.0
2179	0.0
25604	0.0
14585	0.0
19331	0.766
69970	0.0
15998	0.0
10363	0.0
72174	0.0
61561	0.0
63211	0.75
21106171	0.0
6823	0.0
532	0.0
6552	0.0
6033	0.0
2923	0.0
65785	0.0
454393	0.0
73131	0.0
5142	0.0
13846658	0.0
18708	0.0
10256	0.0
9075	0.0
65715	0.0
11580	0.0
6705	0.0
12114	0.0
15308	0.0
68579	0.0
15088	0.0
4444774	0.0
6928	0.5
6550	0.0
11595	0.0
616466	0.0
1103	0.0
19099	0.0
29090	1.5
21168888	0.0
7100	0.0
6655	0.0
12941	0.0
4445872	0.0
13837329	0.2
62501	0.0
7138	0.0
11437	0.0
6781	0.0
7914	0.0
66675	0.0
21169500	0.0
7889	0.0
205386	0.0
21733	0.0
12515	0.0
21170956	0.0
62372	0.0
11899	0.0
5374	0.0
67895	0.0
29002	0.0
21168556	0.333
8836	0.0
16109	0.0
61759	0.25
21106571	0.0
7103	0.0
60596	0.0
8862	0.0
10033	0.0
14414	0.0
11969	0.333
66759	0.0
66460	0.0
6770	0.0
6901	0.0
7119	0.0
61388	0.0
8662	0.0
21111849	0.0
63350	0.0
68350	0.0
70962	0.0
21106124	0.0
12291	0.0
59892	0.0
12696	0.0
19526	0.0
21159439	0.0
8434	0.0
7121	0.0
6757	0.0
70660	0.0
62756	0.0
16096	0.0
6834	0.0
4775	0.333
16644	0.0
7427	0.333
3581	0.0
970	0.0
6840	0.0
13493	0.0
3915	0.0
8860	0.0
11013	0.0
6592	0.0
11447	0.0
5004	0.0
5820	0.0
21106163	0.0
12274	0.0
5899	0.0
60188	0.0
78873	0.0
11475	0.0
6235	0.0
10801689	0.0
10582	0.0
11398	0.0
745600	0.0
9413	0.0
6586	0.0
64143	0.0
328957	0.0
13699	0.0
11974	0.0
17097	0.0
6856	0.0
13693	0.25
21106365	0.0
5606	0.0
12275	0.0
18	0.0
67788	0.0
5612	0.0
10986	0.0
12236	0.0
61560	0.25
61352	0.0
6845	0.0
8182	0.0
21171396	0.0
11472	1.0
24499	0.0
61101	0.0
21106146	0.0
6768	0.0
60012	0.0
7284	0.0
13856885	0.0
19816	0.0
6386	0.0
68220	0.0
28952	0.0
8058	0.0
6771	0.0
21159597	0.646
2991	0.0
12017	0.0
67790	0.0
72806	0.25
7120	0.0
13863774	0.0
74935	0.0
12307	0.0
62631	0.0
16896	0.0
10235	0.0
69150	0.0
6746	0.0
23472	0.0
5091	0.0
13090	0.0
24905	0.0
12100	0.0
7118	0.0
7355	0.0
7296	0.0
10664	0.0
123905	0.0
454604	0.0
61717	0.766
9886	0.0
955	0.0
7145	0.0
12864	0.0
8793	0.0
1118	0.0
65703	0.0
63555	0.0
453633	0.0
6601	0.0
2980	0.0
165975	0.0
453910	0.0
512092	0.0
2372	0.0
9779	0.0
16612	0.0
66916	0.0
61264	0.0
11614	0.0
71166	0.0
8470	0.0
2169	0.0
11982	0.0
200562	0.0
70280	0.0
10778469	0.0
15983	0.0
67282	0.333
9838	0.0
5816	0.0
27057	0.0
7268	0.0
10289	0.25
63453	0.0
56797	0.0
